,Unnamed: 0,month,averagePlayers,gain,gainInPercent,peakPlayers,id,name,playingTwelveHoursAgo,twentyFourHourPeek,allTimePeek
6515,46,December 2018,134.05,-61.85,-31.57,404,537800,Bomber Crew,95,145,9600
6516,47,November 2018,195.9,-76.69,-28.13,589,537800,Bomber Crew,95,145,9600
6517,48,October 2018,272.6,211.22,344.17,1666,537800,Bomber Crew,95,145,9600
6518,49,September 2018,61.37,-12.5,-16.92,127,537800,Bomber Crew,95,145,9600
6519,50,August 2018,73.87,-124.36,-62.74,152,537800,Bomber Crew,95,145,9600
6520,51,July 2018,198.23,72.3,57.41,464,537800,Bomber Crew,95,145,9600
6521,52,June 2018,125.93,58.5,86.77,596,537800,Bomber Crew,95,145,9600
6522,53,May 2018,67.43,-16.37,-19.53,134,537800,Bomber Crew,95,145,9600
6523,54,April 2018,83.8,-142.03,-62.89,174,537800,Bomber Crew,95,145,9600
6524,55,March 2018,225.83,99.81,79.2,1345,537800,Bomber Crew,95,145,9600
6525,56,February 2018,126.02,-47.45,-27.35,1062,537800,Bomber Crew,95,145,9600
6526,57,January 2018,173.48,-81.07,-31.85,679,537800,Bomber Crew,95,145,9600
6527,58,December 2017,254.55,-121.52,-32.31,759,537800,Bomber Crew,95,145,9600
6528,59,November 2017,376.07,-353.75,-48.47,932,537800,Bomber Crew,95,145,9600
6529,60,October 2017,729.82,728.98,86468.26,4239,537800,Bomber Crew,95,145,9600
6530,61,September 2017,0.84,0.51,151.71,8,537800,Bomber Crew,95,145,9600
6531,62,August 2017,0.33,,,3,537800,Bomber Crew,95,145,9600
6532,0,October 2022,1130.42,232.0,25.82,3464,535930,Two Point Hospital,610,1363,34014
6533,1,September 2022,898.47,-312.69,-25.82,2388,535930,Two Point Hospital,610,1363,34014
6534,2,August 2022,1211.16,-2.38,-0.2,2602,535930,Two Point Hospital,610,1363,34014
6535,3,July 2022,1213.54,281.31,30.18,2785,535930,Two Point Hospital,610,1363,34014
6536,4,June 2022,932.23,-0.84,-0.09,2668,535930,Two Point Hospital,610,1363,34014
6537,5,May 2022,933.06,-802.65,-46.24,1962,535930,Two Point Hospital,610,1363,34014
6538,6,April 2022,1735.71,601.08,52.98,5737,535930,Two Point Hospital,610,1363,34014
6539,7,March 2022,1134.63,249.11,28.13,4026,535930,Two Point Hospital,610,1363,34014
6540,8,February 2022,885.53,-226.7,-20.38,1719,535930,Two Point Hospital,610,1363,34014
6541,9,January 2022,1112.22,196.09,21.4,2541,535930,Two Point Hospital,610,1363,34014
6542,10,December 2021,916.13,93.37,11.35,2006,535930,Two Point Hospital,610,1363,34014
6543,11,November 2021,822.76,-73.14,-8.16,1732,535930,Two Point Hospital,610,1363,34014
6544,12,October 2021,895.9,-4.85,-0.54,2179,535930,Two Point Hospital,610,1363,34014
6545,13,September 2021,900.74,-702.46,-43.82,2121,535930,Two Point Hospital,610,1363,34014
6546,14,August 2021,1603.21,102.19,6.81,4790,535930,Two Point Hospital,610,1363,34014
6547,15,July 2021,1501.02,-307.56,-17.01,4221,535930,Two Point Hospital,610,1363,34014
6548,16,June 2021,1808.58,1057.53,140.81,7463,535930,Two Point Hospital,610,1363,34014
6549,17,May 2021,751.05,-325.03,-30.21,1476,535930,Two Point Hospital,610,1363,34014
6550,18,April 2021,1076.08,26.19,2.49,3077,535930,Two Point Hospital,610,1363,34014
6551,19,March 2021,1049.89,7.14,0.68,2100,535930,Two Point Hospital,610,1363,34014
6552,20,February 2021,1042.75,-291.01,-21.82,2230,535930,Two Point Hospital,610,1363,34014
6553,21,January 2021,1333.76,77.19,6.14,3269,535930,Two Point Hospital,610,1363,34014
6554,22,December 2020,1256.58,40.3,3.31,3049,535930,Two Point Hospital,610,1363,34014
6555,23,November 2020,1216.28,-402.8,-24.88,2825,535930,Two Point Hospital,610,1363,34014
6556,24,October 2020,1619.07,445.06,37.91,4697,535930,Two Point Hospital,610,1363,34014
6557,25,September 2020,1174.01,-94.59,-7.46,3155,535930,Two Point Hospital,610,1363,34014
6558,26,August 2020,1268.6,77.1,6.47,7323,535930,Two Point Hospital,610,1363,34014
6559,27,July 2020,1191.5,64.13,5.69,2756,535930,Two Point Hospital,610,1363,34014
6560,28,June 2020,1127.38,-759.44,-40.25,2608,535930,Two Point Hospital,610,1363,34014
6561,29,May 2020,1886.82,-115.8,-5.78,5707,535930,Two Point Hospital,610,1363,34014
6562,30,April 2020,2002.62,-33.28,-1.63,5150,535930,Two Point Hospital,610,1363,34014
6563,31,March 2020,2035.9,304.49,17.59,5217,535930,Two Point Hospital,610,1363,34014
6564,32,February 2020,1731.4,21.12,1.24,3778,535930,Two Point Hospital,610,1363,34014
6565,33,January 2020,1710.28,256.06,17.61,4283,535930,Two Point Hospital,610,1363,34014
6566,34,December 2019,1454.22,286.55,24.54,3420,535930,Two Point Hospital,610,1363,34014
6567,35,November 2019,1167.67,76.4,7.0,3339,535930,Two Point Hospital,610,1363,34014
6568,36,October 2019,1091.27,-894.65,-45.05,4488,535930,Two Point Hospital,610,1363,34014
6569,37,September 2019,1985.92,730.9,58.24,11220,535930,Two Point Hospital,610,1363,34014
6570,38,August 2019,1255.02,-305.84,-19.59,9656,535930,Two Point Hospital,610,1363,34014
6571,39,July 2019,1560.85,574.11,58.18,4150,535930,Two Point Hospital,610,1363,34014
6572,40,June 2019,986.74,154.68,18.59,4601,535930,Two Point Hospital,610,1363,34014
6573,41,May 2019,832.06,-377.7,-31.22,2062,535930,Two Point Hospital,610,1363,34014
6574,42,April 2019,1209.76,-1374.59,-53.19,3489,535930,Two Point Hospital,610,1363,34014
6575,43,March 2019,2584.36,1599.81,162.49,15971,535930,Two Point Hospital,610,1363,34014
6576,44,February 2019,984.54,-143.12,-12.69,2281,535930,Two Point Hospital,610,1363,34014
6577,45,January 2019,1127.66,-252.05,-18.27,2961,535930,Two Point Hospital,610,1363,34014
6578,46,December 2018,1379.72,90.9,7.05,3109,535930,Two Point Hospital,610,1363,34014
6579,47,November 2018,1288.82,-1052.11,-44.94,3495,535930,Two Point Hospital,610,1363,34014
6580,48,October 2018,2340.93,-6223.89,-72.67,6012,535930,Two Point Hospital,610,1363,34014
6581,49,September 2018,8564.82,8560.8,212909.48,34014,535930,Two Point Hospital,610,1363,34014
6582,50,March 2018,4.02,0.74,22.52,11,535930,Two Point Hospital,610,1363,34014
6583,51,February 2018,3.28,0.68,25.93,11,535930,Two Point Hospital,610,1363,34014
6584,52,January 2018,2.61,,,10,535930,Two Point Hospital,610,1363,34014
6585,0,October 2022,75.79,-1.6,-2.01,152,531510,Just Shapes & Beats,105,135,918
6586,1,September 2022,77.35,-6.56,-7.82,153,531510,Just Shapes & Beats,105,135,918
6587,2,August 2022,83.91,-19.69,-19.0,142,531510,Just Shapes & Beats,105,135,918
6588,3,July 2022,103.6,-11.39,-9.9,174,531510,Just Shapes & Beats,105,135,918
6589,4,June 2022,114.98,33.55,41.2,299,531510,Just Shapes & Beats,105,135,918
6590,5,May 2022,81.43,-2.87,-3.41,180,531510,Just Shapes & Beats,105,135,918
6591,6,April 2022,84.31,-8.04,-8.7,168,531510,Just Shapes & Beats,105,135,918
6592,7,March 2022,92.35,-25.31,-21.51,190,531510,Just Shapes & Beats,105,135,918
6593,8,February 2022,117.66,-1.16,-0.97,234,531510,Just Shapes & Beats,105,135,918
6594,9,January 2022,118.82,4.63,4.06,239,531510,Just Shapes & Beats,105,135,918
6595,10,December 2021,114.19,19.95,21.17,270,531510,Just Shapes & Beats,105,135,918
6596,11,November 2021,94.23,-7.42,-7.3,218,531510,Just Shapes & Beats,105,135,918
6597,12,October 2021,101.65,1.32,1.31,254,531510,Just Shapes & Beats,105,135,918
6598,13,September 2021,100.34,-65.71,-39.57,211,531510,Just Shapes & Beats,105,135,918
6599,14,August 2021,166.05,-15.77,-8.67,335,531510,Just Shapes & Beats,105,135,918
6600,15,July 2021,181.82,98.5,118.23,918,531510,Just Shapes & Beats,105,135,918
6601,16,June 2021,83.32,2.79,3.46,169,531510,Just Shapes & Beats,105,135,918
6602,17,May 2021,80.53,-6.63,-7.61,152,531510,Just Shapes & Beats,105,135,918
6603,18,April 2021,87.16,-6.0,-6.44,158,531510,Just Shapes & Beats,105,135,918
6604,19,March 2021,93.16,-9.02,-8.83,213,531510,Just Shapes & Beats,105,135,918
6605,20,February 2021,102.18,-33.16,-24.5,183,531510,Just Shapes & Beats,105,135,918
6606,21,January 2021,135.34,13.33,10.93,266,531510,Just Shapes & Beats,105,135,918
6607,22,December 2020,122.01,23.71,24.12,316,531510,Just Shapes & Beats,105,135,918
6608,23,November 2020,98.29,9.62,10.85,198,531510,Just Shapes & Beats,105,135,918
6609,24,October 2020,88.68,-0.2,-0.22,174,531510,Just Shapes & Beats,105,135,918
6610,25,September 2020,88.87,-19.49,-17.99,171,531510,Just Shapes & Beats,105,135,918
6611,26,August 2020,108.36,-27.0,-19.95,172,531510,Just Shapes & Beats,105,135,918
6612,27,July 2020,135.37,-51.07,-27.39,232,531510,Just Shapes & Beats,105,135,918
6613,28,June 2020,186.43,85.13,84.03,538,531510,Just Shapes & Beats,105,135,918
6614,29,May 2020,101.31,3.83,3.93,539,531510,Just Shapes & Beats,105,135,918
6615,30,April 2020,97.47,-11.17,-10.28,159,531510,Just Shapes & Beats,105,135,918
6616,31,March 2020,108.64,7.02,6.91,209,531510,Just Shapes & Beats,105,135,918
6617,32,February 2020,101.62,-28.02,-21.61,196,531510,Just Shapes & Beats,105,135,918
6618,33,January 2020,129.64,-42.97,-24.89,269,531510,Just Shapes & Beats,105,135,918
6619,34,December 2019,172.61,95.61,124.17,357,531510,Just Shapes & Beats,105,135,918
6620,35,November 2019,77.0,10.95,16.59,172,531510,Just Shapes & Beats,105,135,918
6621,36,October 2019,66.04,-6.92,-9.49,134,531510,Just Shapes & Beats,105,135,918
6622,37,September 2019,72.97,-11.85,-13.98,156,531510,Just Shapes & Beats,105,135,918
6623,38,August 2019,84.82,-50.98,-37.54,157,531510,Just Shapes & Beats,105,135,918
6624,39,July 2019,135.8,-41.99,-23.62,282,531510,Just Shapes & Beats,105,135,918
6625,40,June 2019,177.79,112.39,171.85,303,531510,Just Shapes & Beats,105,135,918
6626,41,May 2019,65.4,5.14,8.53,190,531510,Just Shapes & Beats,105,135,918
6627,42,April 2019,60.26,-6.59,-9.86,124,531510,Just Shapes & Beats,105,135,918
6628,43,March 2019,66.85,-10.82,-13.93,151,531510,Just Shapes & Beats,105,135,918
6629,44,February 2019,77.67,-4.95,-6.0,151,531510,Just Shapes & Beats,105,135,918
6630,45,January 2019,82.63,-19.92,-19.43,197,531510,Just Shapes & Beats,105,135,918
6631,46,December 2018,102.55,36.65,55.62,249,531510,Just Shapes & Beats,105,135,918
6632,47,November 2018,65.9,0.66,1.02,168,531510,Just Shapes & Beats,105,135,918
6633,48,October 2018,65.23,26.27,67.44,162,531510,Just Shapes & Beats,105,135,918
6634,49,September 2018,38.96,-5.53,-12.43,99,531510,Just Shapes & Beats,105,135,918
6635,50,August 2018,44.49,0.41,0.92,93,531510,Just Shapes & Beats,105,135,918
6636,51,July 2018,44.08,-22.83,-34.12,90,531510,Just Shapes & Beats,105,135,918
6637,52,June 2018,66.91,66.23,9667.47,224,531510,Just Shapes & Beats,105,135,918
6638,53,March 2018,0.69,0.57,475.43,5,531510,Just Shapes & Beats,105,135,918
6639,54,August 2017,0.12,0.01,7.14,1,531510,Just Shapes & Beats,105,135,918
6640,55,June 2017,0.11,0.03,29.97,2,531510,Just Shapes & Beats,105,135,918
6641,56,May 2017,0.09,0.04,84.05,3,531510,Just Shapes & Beats,105,135,918
6642,57,April 2017,0.05,,,2,531510,Just Shapes & Beats,105,135,918
6643,0,October 2022,26.29,-4.7,-15.14,61,530070,Train Sim World® 2020,23,40,1903
6644,1,September 2022,30.98,-1.57,-4.81,69,530070,Train Sim World® 2020,23,40,1903
6645,2,August 2022,32.54,-0.15,-0.44,66,530070,Train Sim World® 2020,23,40,1903
6646,3,July 2022,32.69,0.88,2.78,63,530070,Train Sim World® 2020,23,40,1903
6647,4,June 2022,31.81,2.23,7.53,65,530070,Train Sim World® 2020,23,40,1903
6648,5,May 2022,29.58,-4.81,-13.98,65,530070,Train Sim World® 2020,23,40,1903
6649,6,April 2022,34.39,0.98,2.92,72,530070,Train Sim World® 2020,23,40,1903
6650,7,March 2022,33.41,-4.83,-12.63,68,530070,Train Sim World® 2020,23,40,1903
6651,8,February 2022,38.24,-6.27,-14.08,79,530070,Train Sim World® 2020,23,40,1903
6652,9,January 2022,44.51,-0.16,-0.36,98,530070,Train Sim World® 2020,23,40,1903
6653,10,December 2021,44.67,-1.56,-3.38,98,530070,Train Sim World® 2020,23,40,1903
6654,11,November 2021,46.23,-2.43,-5.0,101,530070,Train Sim World® 2020,23,40,1903
6655,12,October 2021,48.66,-2.21,-4.35,122,530070,Train Sim World® 2020,23,40,1903
6656,13,September 2021,50.87,-10.65,-17.31,103,530070,Train Sim World® 2020,23,40,1903
6657,14,August 2021,61.52,0.06,0.1,110,530070,Train Sim World® 2020,23,40,1903
6658,15,July 2021,61.46,2.65,4.51,118,530070,Train Sim World® 2020,23,40,1903
6659,16,June 2021,58.81,-8.53,-12.66,122,530070,Train Sim World® 2020,23,40,1903
6660,17,May 2021,67.34,-9.34,-12.19,140,530070,Train Sim World® 2020,23,40,1903
6661,18,April 2021,76.68,-14.41,-15.82,156,530070,Train Sim World® 2020,23,40,1903
6662,19,March 2021,91.09,-9.86,-9.77,194,530070,Train Sim World® 2020,23,40,1903
6663,20,February 2021,100.95,-24.35,-19.43,193,530070,Train Sim World® 2020,23,40,1903
6664,21,January 2021,125.3,-1.02,-0.81,269,530070,Train Sim World® 2020,23,40,1903
6665,22,December 2020,126.32,-2.65,-2.06,259,530070,Train Sim World® 2020,23,40,1903
6666,23,November 2020,128.97,4.84,3.9,287,530070,Train Sim World® 2020,23,40,1903
6667,24,October 2020,124.13,-21.81,-14.95,268,530070,Train Sim World® 2020,23,40,1903
6668,25,September 2020,145.94,-106.79,-42.25,308,530070,Train Sim World® 2020,23,40,1903
6669,26,August 2020,252.73,-75.47,-22.99,514,530070,Train Sim World® 2020,23,40,1903
6670,27,July 2020,328.2,-1.26,-0.38,633,530070,Train Sim World® 2020,23,40,1903
6671,28,June 2020,329.45,-42.25,-11.37,643,530070,Train Sim World® 2020,23,40,1903
6672,29,May 2020,371.71,-82.09,-18.09,728,530070,Train Sim World® 2020,23,40,1903
6673,30,April 2020,453.79,-51.01,-10.11,859,530070,Train Sim World® 2020,23,40,1903
6674,31,March 2020,504.81,101.46,25.16,1145,530070,Train Sim World® 2020,23,40,1903
6675,32,February 2020,403.34,-34.34,-7.85,854,530070,Train Sim World® 2020,23,40,1903
6676,33,January 2020,437.68,48.92,12.58,1302,530070,Train Sim World® 2020,23,40,1903
6677,34,December 2019,388.77,92.6,31.26,935,530070,Train Sim World® 2020,23,40,1903
6678,35,November 2019,296.17,-1.4,-0.47,688,530070,Train Sim World® 2020,23,40,1903
6679,36,October 2019,297.57,24.52,8.98,912,530070,Train Sim World® 2020,23,40,1903
6680,37,September 2019,273.04,-90.46,-24.89,603,530070,Train Sim World® 2020,23,40,1903
6681,38,August 2019,363.51,164.22,82.41,1069,530070,Train Sim World® 2020,23,40,1903
6682,39,July 2019,199.29,3.96,2.03,410,530070,Train Sim World® 2020,23,40,1903
6683,40,June 2019,195.32,-5.09,-2.54,426,530070,Train Sim World® 2020,23,40,1903
6684,41,May 2019,200.42,-5.38,-2.62,464,530070,Train Sim World® 2020,23,40,1903
6685,42,April 2019,205.8,-10.18,-4.71,470,530070,Train Sim World® 2020,23,40,1903
6686,43,March 2019,215.98,2.56,1.2,604,530070,Train Sim World® 2020,23,40,1903
6687,44,February 2019,213.42,3.36,1.6,736,530070,Train Sim World® 2020,23,40,1903
6688,45,January 2019,210.05,-3.95,-1.85,692,530070,Train Sim World® 2020,23,40,1903
6689,46,December 2018,214.01,39.62,22.72,540,530070,Train Sim World® 2020,23,40,1903
6690,47,November 2018,174.39,53.77,44.58,510,530070,Train Sim World® 2020,23,40,1903
6691,48,October 2018,120.62,-36.13,-23.05,271,530070,Train Sim World® 2020,23,40,1903
6692,49,September 2018,156.75,-62.3,-28.44,394,530070,Train Sim World® 2020,23,40,1903
6693,50,August 2018,219.05,78.73,56.11,922,530070,Train Sim World® 2020,23,40,1903
6694,51,July 2018,140.31,-29.76,-17.5,326,530070,Train Sim World® 2020,23,40,1903
6695,52,June 2018,170.07,54.99,47.78,417,530070,Train Sim World® 2020,23,40,1903
6696,53,May 2018,115.08,-3.99,-3.35,364,530070,Train Sim World® 2020,23,40,1903
6697,54,April 2018,119.08,-49.24,-29.26,339,530070,Train Sim World® 2020,23,40,1903
6698,55,March 2018,168.32,45.9,37.5,759,530070,Train Sim World® 2020,23,40,1903
6699,56,February 2018,122.42,-41.22,-25.19,296,530070,Train Sim World® 2020,23,40,1903
6700,57,January 2018,163.64,-4.81,-2.85,548,530070,Train Sim World® 2020,23,40,1903
6701,58,December 2017,168.45,82.48,95.95,1053,530070,Train Sim World® 2020,23,40,1903
6702,59,November 2017,85.97,-27.89,-24.49,204,530070,Train Sim World® 2020,23,40,1903
6703,60,October 2017,113.85,-103.39,-47.59,329,530070,Train Sim World® 2020,23,40,1903
6704,61,September 2017,217.24,149.66,221.48,1634,530070,Train Sim World® 2020,23,40,1903
6705,62,August 2017,67.57,9.48,16.32,125,530070,Train Sim World® 2020,23,40,1903
6706,63,July 2017,58.09,-9.61,-14.19,124,530070,Train Sim World® 2020,23,40,1903
6707,64,June 2017,67.7,-6.69,-9.0,163,530070,Train Sim World® 2020,23,40,1903
6708,65,May 2017,74.39,-71.11,-48.87,154,530070,Train Sim World® 2020,23,40,1903
6709,66,April 2017,145.51,-72.78,-33.34,378,530070,Train Sim World® 2020,23,40,1903
6710,67,March 2017,218.29,215.02,6575.87,1903,530070,Train Sim World® 2020,23,40,1903
6711,68,February 2017,3.27,,,19,530070,Train Sim World® 2020,23,40,1903
6712,0,October 2022,1145.33,-203.7,-15.1,2657,527230,For The King,826,2359,9625
6713,1,September 2022,1349.07,206.1,18.03,3590,527230,For The King,826,2359,9625
6714,2,August 2022,1142.97,-269.4,-19.07,2984,527230,For The King,826,2359,9625
6715,3,July 2022,1412.37,-30.99,-2.15,3339,527230,For The King,826,2359,9625
6716,4,June 2022,1443.36,-196.65,-11.99,4395,527230,For The King,826,2359,9625
6717,5,May 2022,1640.0,-193.8,-10.57,5225,527230,For The King,826,2359,9625
6718,6,April 2022,1833.81,877.43,91.75,9376,527230,For The King,826,2359,9625
6719,7,March 2022,956.37,-264.54,-21.67,2280,527230,For The King,826,2359,9625
6720,8,February 2022,1220.91,-141.08,-10.36,2934,527230,For The King,826,2359,9625
6721,9,January 2022,1361.99,85.23,6.68,2863,527230,For The King,826,2359,9625
6722,10,December 2021,1276.76,181.44,16.57,2499,527230,For The King,826,2359,9625
6723,11,November 2021,1095.32,-653.49,-37.37,2785,527230,For The King,826,2359,9625
6724,12,October 2021,1748.81,510.46,41.22,5274,527230,For The King,826,2359,9625
6725,13,September 2021,1238.35,-87.61,-6.61,3015,527230,For The King,826,2359,9625
6726,14,August 2021,1325.97,-235.59,-15.09,4335,527230,For The King,826,2359,9625
6727,15,July 2021,1561.55,54.43,3.61,3809,527230,For The King,826,2359,9625
6728,16,June 2021,1507.12,379.67,33.67,3476,527230,For The King,826,2359,9625
6729,17,May 2021,1127.45,-431.8,-27.69,3386,527230,For The King,826,2359,9625
6730,18,April 2021,1559.25,-205.21,-11.63,3708,527230,For The King,826,2359,9625
6731,19,March 2021,1764.46,-1640.78,-48.18,4328,527230,For The King,826,2359,9625
6732,20,February 2021,3405.23,2106.17,162.13,8079,527230,For The King,826,2359,9625
6733,21,January 2021,1299.06,361.51,38.56,3752,527230,For The King,826,2359,9625
6734,22,December 2020,937.55,-9.45,-1.0,1852,527230,For The King,826,2359,9625
6735,23,November 2020,947.0,278.04,41.56,2248,527230,For The King,826,2359,9625
6736,24,October 2020,668.96,-275.85,-29.2,1754,527230,For The King,826,2359,9625
6737,25,September 2020,944.81,-98.37,-9.43,2532,527230,For The King,826,2359,9625
6738,26,August 2020,1043.18,278.69,36.45,3141,527230,For The King,826,2359,9625
6739,27,July 2020,764.49,-48.48,-5.96,1870,527230,For The King,826,2359,9625
6740,28,June 2020,812.97,-579.55,-41.62,1752,527230,For The King,826,2359,9625
6741,29,May 2020,1392.52,-169.51,-10.85,3276,527230,For The King,826,2359,9625
6742,30,April 2020,1562.03,635.6,68.61,4127,527230,For The King,826,2359,9625
6743,31,March 2020,926.43,-1301.44,-58.42,2010,527230,For The King,826,2359,9625
6744,32,February 2020,2227.87,1359.91,156.68,9625,527230,For The King,826,2359,9625
6745,33,January 2020,867.96,202.81,30.49,2365,527230,For The King,826,2359,9625
6746,34,December 2019,665.15,63.51,10.56,1451,527230,For The King,826,2359,9625
6747,35,November 2019,601.64,23.49,4.06,1452,527230,For The King,826,2359,9625
6748,36,October 2019,578.15,-206.33,-26.3,1534,527230,For The King,826,2359,9625
6749,37,September 2019,784.48,283.36,56.55,3354,527230,For The King,826,2359,9625
6750,38,August 2019,501.11,-202.4,-28.77,1009,527230,For The King,826,2359,9625
6751,39,July 2019,703.51,230.42,48.71,1526,527230,For The King,826,2359,9625
6752,40,June 2019,473.09,-186.35,-28.26,1512,527230,For The King,826,2359,9625
6753,41,May 2019,659.44,200.55,43.7,2393,527230,For The King,826,2359,9625
6754,42,April 2019,458.89,53.05,13.07,1082,527230,For The King,826,2359,9625
6755,43,March 2019,405.84,-117.81,-22.5,770,527230,For The King,826,2359,9625
6756,44,February 2019,523.65,-200.36,-27.67,1267,527230,For The King,826,2359,9625
6757,45,January 2019,724.01,-282.41,-28.06,1693,527230,For The King,826,2359,9625
6758,46,December 2018,1006.42,411.24,69.1,2740,527230,For The King,826,2359,9625
6759,47,November 2018,595.18,290.62,95.42,1704,527230,For The King,826,2359,9625
6760,48,October 2018,304.56,-187.36,-38.09,1094,527230,For The King,826,2359,9625
6761,49,September 2018,491.92,96.62,24.44,1885,527230,For The King,826,2359,9625
6762,50,August 2018,395.3,-149.56,-27.45,1846,527230,For The King,826,2359,9625
6763,51,July 2018,544.87,60.42,12.47,1221,527230,For The King,826,2359,9625
6764,52,June 2018,484.45,-572.7,-54.17,1102,527230,For The King,826,2359,9625
6765,53,May 2018,1057.15,242.01,29.69,2678,527230,For The King,826,2359,9625
6766,54,April 2018,815.15,695.58,581.75,3562,527230,For The King,826,2359,9625
6767,55,March 2018,119.57,-44.5,-27.12,234,527230,For The King,826,2359,9625
6768,56,February 2018,164.07,-195.99,-54.43,339,527230,For The King,826,2359,9625
6769,57,January 2018,360.06,149.74,71.19,1115,527230,For The King,826,2359,9625
6770,58,December 2017,210.32,66.54,46.28,1094,527230,For The King,826,2359,9625
6771,59,November 2017,143.78,18.19,14.49,325,527230,For The King,826,2359,9625
6772,60,October 2017,125.59,-171.26,-57.69,349,527230,For The King,826,2359,9625
6773,61,September 2017,296.85,-16.65,-5.31,1532,527230,For The King,826,2359,9625
6774,62,August 2017,313.5,-293.28,-48.33,1112,527230,For The King,826,2359,9625
6775,63,July 2017,606.78,495.28,444.2,1466,527230,For The King,826,2359,9625
6776,64,June 2017,111.5,-12.73,-10.25,704,527230,For The King,826,2359,9625
6777,65,May 2017,124.23,-60.23,-32.65,350,527230,For The King,826,2359,9625
6778,66,April 2017,184.46,-16.29,-8.11,433,527230,For The King,826,2359,9625
6779,67,March 2017,200.74,198.22,7844.66,576,527230,For The King,826,2359,9625
6780,68,February 2017,2.53,1.84,267.09,157,527230,For The King,826,2359,9625
6781,69,January 2017,0.69,,,5,527230,For The King,826,2359,9625
6782,0,October 2022,14117.37,2810.4,24.86,27449,526870,Satisfactory,13857,18739,34145
6783,1,September 2022,11307.0,1787.78,18.78,31310,526870,Satisfactory,13857,18739,34145
6784,2,August 2022,9519.23,-3827.71,-28.68,16744,526870,Satisfactory,13857,18739,34145
6785,3,July 2022,13346.94,3370.65,33.79,22573,526870,Satisfactory,13857,18739,34145
6786,4,June 2022,9976.28,273.47,2.82,20417,526870,Satisfactory,13857,18739,34145
6787,5,May 2022,9702.81,-716.55,-6.88,18259,526870,Satisfactory,13857,18739,34145
6788,6,April 2022,10419.37,1653.2,18.86,18915,526870,Satisfactory,13857,18739,34145
6789,7,March 2022,8766.17,-1457.18,-14.25,19086,526870,Satisfactory,13857,18739,34145
6790,8,February 2022,10223.35,-3420.28,-25.07,19746,526870,Satisfactory,13857,18739,34145
6791,9,January 2022,13643.63,-2550.42,-15.75,26044,526870,Satisfactory,13857,18739,34145
6792,10,December 2021,16194.04,2083.02,14.76,29876,526870,Satisfactory,13857,18739,34145
6793,11,November 2021,14111.02,5779.37,69.37,34145,526870,Satisfactory,13857,18739,34145
6794,12,October 2021,8331.65,-345.18,-3.98,21323,526870,Satisfactory,13857,18739,34145
6795,13,September 2021,8676.83,1579.44,22.25,17389,526870,Satisfactory,13857,18739,34145
6796,14,August 2021,7097.39,-737.28,-9.41,12160,526870,Satisfactory,13857,18739,34145
6797,15,July 2021,7834.67,-320.66,-3.93,13767,526870,Satisfactory,13857,18739,34145
6798,16,June 2021,8155.34,-3194.09,-28.14,14602,526870,Satisfactory,13857,18739,34145
6799,17,May 2021,11349.43,-2841.29,-20.02,22983,526870,Satisfactory,13857,18739,34145
6800,18,April 2021,14190.72,4723.78,49.9,32831,526870,Satisfactory,13857,18739,34145
6801,19,March 2021,9466.93,1644.0,21.02,23574,526870,Satisfactory,13857,18739,34145
6802,20,February 2021,7822.93,-2483.2,-24.09,13747,526870,Satisfactory,13857,18739,34145
6803,21,January 2021,10306.14,958.73,10.26,19316,526870,Satisfactory,13857,18739,34145
6804,22,December 2020,9347.4,1677.76,21.88,17080,526870,Satisfactory,13857,18739,34145
6805,23,November 2020,7669.64,988.1,14.79,13671,526870,Satisfactory,13857,18739,34145
6806,24,October 2020,6681.53,-142.26,-2.08,11857,526870,Satisfactory,13857,18739,34145
6807,25,September 2020,6823.8,-2306.41,-25.26,14148,526870,Satisfactory,13857,18739,34145
6808,26,August 2020,9130.2,-4690.72,-33.94,17002,526870,Satisfactory,13857,18739,34145
6809,27,July 2020,13820.92,-2951.82,-17.6,23836,526870,Satisfactory,13857,18739,34145
6810,28,June 2020,16772.74,,,27439,526870,Satisfactory,13857,18739,34145
6811,0,October 2022,32.42,-2.7,-7.8,131,526160,The Wild Eight,25,44,1696
6812,1,September 2022,35.16,9.91,39.25,214,526160,The Wild Eight,25,44,1696
6813,2,August 2022,25.25,-1.68,-6.23,96,526160,The Wild Eight,25,44,1696
6814,3,July 2022,26.93,-2.47,-8.4,90,526160,The Wild Eight,25,44,1696
6815,4,June 2022,29.4,-6.93,-19.07,121,526160,The Wild Eight,25,44,1696
6816,5,May 2022,36.33,-6.65,-15.47,142,526160,The Wild Eight,25,44,1696
6817,6,April 2022,42.97,2.46,6.07,154,526160,The Wild Eight,25,44,1696
6818,7,March 2022,40.52,-40.73,-50.13,163,526160,The Wild Eight,25,44,1696
6819,8,February 2022,81.25,13.21,19.41,583,526160,The Wild Eight,25,44,1696
6820,9,January 2022,68.04,23.73,53.55,224,526160,The Wild Eight,25,44,1696
6821,10,December 2021,44.31,-19.59,-30.66,115,526160,The Wild Eight,25,44,1696
6822,11,November 2021,63.9,36.15,130.23,187,526160,The Wild Eight,25,44,1696
6823,12,October 2021,27.76,-32.65,-54.05,99,526160,The Wild Eight,25,44,1696
6824,13,September 2021,60.41,-34.67,-36.47,244,526160,The Wild Eight,25,44,1696
6825,14,August 2021,95.08,48.21,102.86,608,526160,The Wild Eight,25,44,1696
